affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,zipcode_link,zip4,PROVINCE,URB,INCOME,SOCCL_A,SOCCL_B1,SOCCL_B2,SOCCL_C,SOCCL_D,EDU_HIGH,EDU_MID,EDU_LOW,DINK,OWN_HOUSE,AVG_HOUSE,RENT_PRICE,STAGE_OF_LIFE,SINGLE,FAM,FAM_WCHILD,SINGLES_YOUNG,SINGLES_MID,SINGLES_OLD,FAM_CHILD_Y,FAM_CHILD_O,FAM_WCHILD_Y,FAM_WCHILD_MED,FAM_WCHILD_OLD,CIT_HOUSEHOLD,LOAN,SAVINGS,SHOP_ONLINE,CAR
other,Policycreated,7182,11517,14076,2171,Jun-83,RENAULT,12/06/19,12/06/19,12/07/19,552.3599854,2016,August,NA,NA,Y,12/06/19,14076,2171,South Holland,5,3,3,4,2,2,1,3,4,2,5,4,10,5,9,2,4,4,1,1,2,4,3,1,1,4,5,1,5,5,5
other,Waitresponsebackoffice,7182,11517,14076,2171,Jun-83,RENAULT,12/06/19,12/06/19,12/07/19,552.3599854,2016,August,NA,NA,Y,12/06/19,14076,2171,South Holland,5,3,3,4,2,2,1,3,4,2,5,4,10,5,9,2,4,4,1,1,2,4,3,1,1,4,5,1,5,5,5
other,Calculatenewpremium,7183,NA,14077,6812,May-63,RENAULT,12/06/19,NA,NA,287.1600037,2002,October,NA,Y,NA,12/06/19,14077,6812,Gelderland,2,2,3,3,2,1,2,4,3,1,4,4,5,NULL,2,5,3,4,3,4,1,3,1,3,2,1,3,4,5,6,3
other,Incompleterequest,7184,NA,14078,4661,Nov-62,MAZDA,12/06/19,NA,NA,544.6799927,2016,September,NA,NA,Y,12/06/19,14078,4661,North Brabant,5,NULL,5,1,1,1,1,5,1,1,6,5,11,NULL,6,1,5,3,1,1,1,4,4,2,1,3,6,1,6,6,5
other,Calculatenewpremium,7258,NA,14078,4661,Nov-62,MAZDA,12/10/19,NA,NA,375.2399902,1992,April,NA,NA,Y,12/10/19,14078,4661,North Brabant,5,NULL,5,1,1,1,1,5,1,1,6,5,11,NULL,6,1,5,3,1,1,1,4,4,2,1,3,6,1,6,6,5
other,Incompleterequest,7259,NA,14078,4661,Nov-62,MAZDA,12/10/19,NA,NA,544.6799927,2016,September,NA,NA,Y,12/10/19,14078,4661,North Brabant,5,NULL,5,1,1,1,1,5,1,1,6,5,11,NULL,6,1,5,3,1,1,1,4,4,2,1,3,6,1,6,6,5
Seguros International Ltd.,Policycreated,7186,11518,14079,3731,Feb-75,HONDA,12/06/19,12/06/19,12/24/19,271.7999878,2004,May,Y,NA,NA,12/06/19,14079,3731,Utrecht,5,1,4,3,1,2,1,4,3,1,5,4,9,NULL,6,4,5,3,1,2,4,3,4,1,2,3,4,2,4,6,5
Seguros International Ltd.,Waitresponsebackoffice,7186,11518,14079,3731,Feb-75,HONDA,12/06/19,12/06/19,12/24/19,271.7999878,2004,May,Y,NA,NA,12/06/19,14079,3731,Utrecht,5,1,4,3,1,2,1,4,3,1,5,4,9,NULL,6,4,5,3,1,2,4,3,4,1,2,3,4,2,4,6,5
T&B,Incompleterequest,7187,NA,14080,4233,Oct-54,FIAT,12/06/19,NA,NA,196.3200073,2005,May,Y,NA,NA,12/06/19,14080,4233,South Holland,7,2,2,4,3,1,1,2,4,3,5,4,10,6,9,3,4,4,1,3,2,2,3,1,2,4,3,3,6,5,5
T&B,Waitresponsebackoffice,7328,11541,14080,4233,Oct-54,FIAT,12/12/19,12/12/19,01/16/20,196.2799988,2005,May,Y,NA,NA,12/13/19,14080,4233,South Holland,7,2,2,4,3,1,1,2,4,3,5,4,10,6,9,3,4,4,1,3,2,2,3,1,2,4,3,3,6,5,5
T&B,Policycreated,7328,11541,14080,4233,Oct-54,FIAT,12/12/19,12/12/19,01/16/20,196.2799988,2005,May,Y,NA,NA,12/13/19,14080,4233,South Holland,7,2,2,4,3,1,1,2,4,3,5,4,10,6,9,3,4,4,1,3,2,2,3,1,2,4,3,3,6,5,5
T&B,Tailoredofferrequested,7188,NA,14081,7451,Jan-35,JEEP,12/06/19,NA,NA,NULL,2006,March,N,N,N,12/06/19,14081,7451,Overijssel,6,1,5,1,2,1,1,5,1,2,3,4,13,NULL,9,2,3,5,1,1,2,2,2,1,1,4,5,2,6,4,5
T&B,Tailoredofferrejected,7188,NA,14081,7451,Jan-35,JEEP,12/06/19,NA,NA,0,2006,March,N,N,N,12/09/19,14081,7451,Overijssel,6,1,5,1,2,1,1,5,1,2,3,4,13,NULL,9,2,3,5,1,1,2,2,2,1,1,4,5,2,6,4,5
other,Incompleterequest,7189,NA,14082,7245,Jan-81,RENAULT,12/06/19,NA,NA,445.9200134,2014,October,NA,NA,Y,12/06/19,14082,7245,Gelderland,7,2,4,4,1,1,1,4,4,1,5,5,10,NULL,9,1,3,5,1,1,1,3,3,1,3,4,3,2,6,4,5
other,Calculatenewpremium,7189,NA,14082,7245,Jan-81,RENAULT,12/06/19,NA,NA,405.480011,2014,October,NA,NA,Y,12/23/19,14082,7245,Gelderland,7,2,4,4,1,1,1,4,4,1,5,5,10,NULL,9,1,3,5,1,1,1,3,3,1,3,4,3,2,6,4,5
other,Incompleterequest,7190,NA,14083,2612,May-50,OPEL,12/06/19,NA,NA,692.8800049,2017,May,NA,NA,Y,12/06/19,14083,2612,South Holland,3,4,1,2,4,2,2,1,5,2,2,2,9,8,1,5,3,3,4,2,3,2,3,2,2,1,3,3,4,6,2
Seguros International Ltd.,Calculatenewpremium,7191,NA,14084,1067,Dec-87,FORD,12/06/19,NA,NA,615.8400269,2003,November,NA,Y,NA,12/06/19,14084,1067,North Holland,1,3,1,3,4,2,1,2,5,2,3,1,8,5,4,4,4,4,2,3,2,3,2,3,3,2,4,5,5,6,2
Seguros International Ltd.,Tailoredofferrequested,7194,NA,14085,2614,May-90,TOYOTA,12/06/19,NA,NA,657.4799805,2002,March,NA,Y,NA,12/06/19,14085,2614,South Holland,3,3,1,1,2,5,1,1,5,2,2,1,3,7,1,5,3,2,4,3,2,2,2,1,2,1,2,2,4,6,1
Seguros International Ltd.,Personaloffer,7194,NA,14085,2614,May-90,TOYOTA,12/06/19,NA,NA,479.7600098,2002,March,Y,NA,NA,12/09/19,14085,2614,South Holland,3,3,1,1,2,5,1,1,5,2,2,1,3,7,1,5,3,2,4,3,2,2,2,1,2,1,2,2,4,6,1
Seguros International Ltd.,Incompleterequest,7614,NA,14085,2614,May-90,TOYOTA,12/23/19,NA,NA,479.7600098,2002,March,Y,NA,NA,12/23/19,14085,2614,South Holland,3,3,1,1,2,5,1,1,5,2,2,1,3,7,1,5,3,2,4,3,2,2,2,1,2,1,2,2,4,6,1
T&B,Tailoredofferrejected,7195,NA,14086,6702,Jul-37,ROVER,12/06/19,NA,NA,0,2004,March,N,N,N,12/09/19,14086,6702,Gelderland,4,1,5,2,1,1,1,5,2,1,2,4,9,NULL,9,4,2,5,2,3,3,2,2,2,2,4,3,1,6,4,5
T&B,Tailoredofferrequested,7195,NA,14086,6702,Jul-37,ROVER,12/06/19,NA,NA,NULL,2004,March,N,N,N,12/06/19,14086,6702,Gelderland,4,1,5,2,1,1,1,5,2,1,2,4,9,NULL,9,4,2,5,2,3,3,2,2,2,2,4,3,1,6,4,5
T&B,Incompleterequest,7197,NA,14087,7345,Jul-72,RENAULT,12/06/19,NA,NA,205.1999969,2012,September,NA,Y,NA,12/06/19,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
T&B,Calculatenewpremium,7199,NA,14087,7345,Jul-72,RENAULT,12/06/19,NA,NA,234.7200012,2012,June,NA,Y,NA,12/06/19,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
T&B,Calculatenewpremium,8120,NA,14087,7345,Jul-72,RENAULT,01/12/20,NA,NA,213.2400055,2012,September,NA,Y,NA,01/12/20,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
T&B,Calculatenewpremium,8124,NA,14087,7345,Jul-72,RENAULT,01/12/20,NA,NA,245.0399933,2012,June,NA,Y,NA,01/12/20,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
T&B,Incompleterequest,9254,NA,14087,7345,Jul-72,RENAULT,02/29/20,NA,NA,235.5599976,2012,June,NA,Y,NA,02/29/20,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
T&B,Calculatenewpremium,9255,NA,14087,7345,Jul-72,RENAULT,02/29/20,NA,NA,235.5599976,2012,June,NA,Y,NA,02/29/20,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
T&B,Calculatenewpremium,9256,NA,14087,7345,Jul-72,RENAULT,02/29/20,NA,NA,200.2799988,2012,September,NA,Y,NA,02/29/20,14087,7345,Gelderland,7,2,3,3,2,2,2,3,3,2,5,4,11,NULL,9,2,4,4,2,1,1,3,3,3,2,4,4,2,5,6,5
other,Incompleterequest,7201,NA,14088,4614,Jul-91,TOYOTA,12/06/19,NA,NA,924.7199707,2013,August,NA,NA,Y,12/06/19,14088,4614,North Brabant,3,2,1,2,4,3,2,2,5,2,2,1,4,3,2,5,3,2,2,4,3,3,1,1,2,1,2,2,5,6,2
other,Incompleterequest,7494,NA,14088,4614,Jul-91,TOYOTA,12/20/19,NA,NA,804.4799805,2013,August,NA,NA,Y,12/20/19,14088,4614,North Brabant,3,2,1,2,4,3,2,2,5,2,2,1,4,3,2,5,3,2,2,4,3,3,1,1,2,1,2,2,5,6,2
T&B,Incompleterequest,7202,NA,14089,7544,Oct-86,HYUNDAI,12/06/19,NA,NA,890.1599731,2015,February,NA,NA,Y,12/06/19,14089,7544,Overijssel,2,4,1,1,4,3,2,1,2,5,3,3,5,9,4,4,4,4,2,2,3,4,2,2,2,3,4,5,2,3,3
T&B,Incompleterequest,7203,NA,14090,3513,Mar-72,OPEL,12/07/19,NA,NA,543.8400269,2009,February,NA,NA,Y,12/07/19,14090,3513,Utrecht,1,4,2,3,3,2,2,3,4,2,3,2,9,9,1,5,4,3,3,3,3,3,3,3,2,1,3,4,4,5,2
T&B,Incompleterequest,7204,NA,14091,2935,Mar-80,TOYOTA,12/07/19,NA,NA,671.4000244,2015,February,NA,NA,Y,12/07/19,14091,2935,South Holland,6,2,4,3,1,1,1,3,4,1,6,5,8,NULL,4,1,5,3,1,1,1,4,4,1,2,3,6,3,6,6,5
T&B,Calculatenewpremium,7205,NA,14092,7331,Jul-46,CITROEN,12/07/19,NA,NA,346.9200134,2010,July,NA,Y,NA,12/07/19,14092,7331,Gelderland,2,4,1,1,4,3,2,1,2,5,1,1,5,9,6,4,5,2,1,3,3,4,4,1,1,2,5,4,1,1,3
Insuro,Incompleterequest,7206,NA,14093,3815,Dec-91,RENAULT,12/07/19,NA,NA,433.3200073,2014,October,NA,Y,NA,12/07/19,14093,3815,Utrecht,2,4,1,1,2,2,4,1,2,5,1,1,4,10,4,4,5,2,3,2,3,4,3,1,1,2,4,4,3,1,1
Insuro,Requestaccepted,7223,11525,14093,3815,Dec-91,RENAULT,12/08/19,12/08/19,12/11/19,433.3200073,2014,October,NA,Y,NA,12/08/19,14093,3815,Utrecht,2,4,1,1,2,2,4,1,2,5,1,1,4,10,4,4,5,2,3,2,3,4,3,1,1,2,4,4,3,1,1
Insuro,Policycreated,7223,11525,14093,3815,Dec-91,RENAULT,12/08/19,12/08/19,12/11/19,433.3200073,2014,October,NA,Y,NA,12/08/19,14093,3815,Utrecht,2,4,1,1,2,2,4,1,2,5,1,1,4,10,4,4,5,2,3,2,3,4,3,1,1,2,4,4,3,1,1
T&B,Incompleterequest,7207,NA,14094,4926,Jan-82,SEAT,12/07/19,NA,NA,342.9599915,2002,January,Y,NA,NA,12/07/19,14094,4926,North Brabant,7,3,1,2,3,3,2,2,3,4,4,1,6,10,6,4,4,4,1,3,2,3,3,1,3,3,4,4,4,3,5
T&B,Incompleterequest,7208,NA,14095,3206,Nov-83,SUZUKI,12/07/19,NA,NA,501.2399902,2017,November,NA,NA,Y,12/07/19,14095,3206,South Holland,3,3,1,2,4,2,1,1,3,4,3,2,5,9,4,4,4,4,3,3,2,4,2,2,2,3,4,4,3,3,3
Seguros International Ltd.,Policycreated,7210,11523,14096,1093,Nov-77,OPEL,12/07/19,12/07/19,01/03/20,171.7200012,2006,May,Y,NA,NA,12/07/19,14096,1093,North Holland,1,NULL,3,3,2,1,1,3,4,1,2,1,10,NULL,3,4,3,4,1,2,4,2,2,1,1,4,2,2,6,5,5
Seguros International Ltd.,Requestaccepted,7210,11523,14096,1093,Nov-77,OPEL,12/07/19,12/07/19,01/03/20,171.7200012,2006,May,Y,NA,NA,12/07/19,14096,1093,North Holland,1,NULL,3,3,2,1,1,3,4,1,2,1,10,NULL,3,4,3,4,1,2,4,2,2,1,1,4,2,2,6,5,5
T&B,Calculatenewpremium,7211,NA,14097,7038,Jul-46,OPEL,12/07/19,NA,NA,241.8000031,2003,May,NA,Y,NA,12/07/19,14097,7038,Gelderland,7,3,2,3,3,1,1,2,4,3,2,4,9,NULL,9,4,2,4,3,2,2,2,2,1,2,4,2,1,6,5,5
other,Tailoredofferrequested,7212,NA,14098,3055,Dec-34,HYUNDAI,12/07/19,NA,NA,NULL,2006,February,N,N,N,12/07/19,14098,3055,South Holland,1,1,5,1,1,2,1,5,2,2,4,1,12,11,6,2,4,4,1,2,1,3,4,1,3,3,5,5,3,6,5
other,Tailoredofferrejected,7212,NA,14098,3055,Dec-34,HYUNDAI,12/07/19,NA,NA,0,2006,February,N,N,N,12/09/19,14098,3055,South Holland,1,1,5,1,1,2,1,5,2,2,4,1,12,11,6,2,4,4,1,2,1,3,4,1,3,3,5,5,3,6,5
T&B,Personaloffer,7252,NA,14098,3055,Dec-37,HYUNDAI,12/09/19,NA,NA,0,2006,February,N,NA,NA,12/10/19,14098,3055,South Holland,1,1,5,1,1,2,1,5,2,2,4,1,12,11,6,2,4,4,1,2,1,3,4,1,3,3,5,5,3,6,5
T&B,Incompleterequest,7213,NA,14099,1223,Apr-88,SKODA,12/07/19,NA,NA,650.1599731,2013,November,NA,NA,Y,12/07/19,14099,1223,North Holland,3,1,5,2,1,1,1,5,2,1,6,4,10,NULL,6,2,5,4,1,2,1,3,4,1,1,4,6,3,6,6,5
T&B,Calculatenewpremium,7214,NA,14100,3953,Mar-87,MAZDA,12/07/19,NA,NA,1148.640015,1999,August,NA,Y,NA,12/07/19,14100,3953,Utrecht,7,1,5,3,1,1,1,5,3,1,6,5,10,NULL,6,2,4,4,1,1,2,3,3,3,3,2,4,2,6,6,5
T&B,Tailoredofferrequested,7215,NA,14100,3953,Mar-87,MAZDA,12/07/19,NA,NA,1190.76001,1999,August,NA,Y,NA,12/07/19,14100,3953,Utrecht,7,1,5,3,1,1,1,5,3,1,6,5,10,NULL,6,2,4,4,1,1,2,3,3,3,3,2,4,2,6,6,5
T&B,Personaloffer,7215,NA,14100,3953,Mar-87,MAZDA,12/07/19,NA,NA,963.7199707,1999,August,Y,NA,NA,12/09/19,14100,3953,Utrecht,7,1,5,3,1,1,1,5,3,1,6,5,10,NULL,6,2,4,4,1,1,2,3,3,3,3,2,4,2,6,6,5
T&B,Personaloffer,7418,NA,14100,3953,Mar-87,MAZDA,12/17/19,NA,NA,942.3599854,1999,August,Y,NA,NA,12/19/19,14100,3953,Utrecht,7,1,5,3,1,1,1,5,3,1,6,5,10,NULL,6,2,4,4,1,1,2,3,3,3,3,2,4,2,6,6,5
T&B,Tailoredofferrejected,7217,NA,14101,2552,Apr-43,MERCEDES-BENZ,12/08/19,NA,NA,0,2013,May,N,N,N,12/09/19,14101,2552,South Holland,1,2,4,3,2,2,1,3,4,2,5,4,9,NULL,6,1,5,4,1,1,1,3,4,1,1,4,6,4,6,6,5
T&B,Calculatenewpremium,7216,NA,14101,2552,Apr-43,MERCEDES-BENZ,12/08/19,NA,NA,NULL,2013,May,N,N,N,12/08/19,14101,2552,South Holland,1,2,4,3,2,2,1,3,4,2,5,4,9,NULL,6,1,5,4,1,1,1,3,4,1,1,4,6,4,6,6,5
T&B,Tailoredofferrequested,7217,NA,14101,2552,Apr-43,MERCEDES-BENZ,12/08/19,NA,NA,NULL,2013,May,N,N,N,12/08/19,14101,2552,South Holland,1,2,4,3,2,2,1,3,4,2,5,4,9,NULL,6,1,5,4,1,1,1,3,4,1,1,4,6,4,6,6,5
Insuro,Calculatenewpremium,7218,NA,14102,2516,May-83,OPEL,12/08/19,NA,NA,542.039978,2008,September,NA,NA,Y,12/08/19,14102,2516,South Holland,1,4,1,1,3,3,2,1,2,5,2,1,5,NULL,4,4,4,2,3,3,3,4,3,2,1,2,4,5,2,2,2
Seguros International Ltd.,Incompleterequest,7222,NA,14103,1251,Dec-62,MINI,12/08/19,NA,NA,545.2800293,2016,June,NA,NA,Y,12/08/19,14103,1251,North Holland,5,1,5,2,1,1,1,5,1,1,4,5,13,NULL,9,2,4,5,1,1,2,3,3,2,1,4,4,2,6,6,5
T&B,Tailoredofferrequested,7224,NA,14104,7091,Apr-90,VOLKSWAGEN,12/08/19,NA,NA,415.5599976,2004,March,NA,NA,Y,12/08/19,14104,7091,Gelderland,6,4,1,2,2,4,2,2,2,5,2,2,2,11,2,5,2,2,2,4,3,2,2,1,2,2,2,1,3,2,2
T&B,Personaloffer,7224,NA,14104,7091,Apr-90,VOLKSWAGEN,12/08/19,NA,NA,248.6399994,2004,March,Y,NA,NA,12/09/19,14104,7091,Gelderland,6,4,1,2,2,4,2,2,2,5,2,2,2,11,2,5,2,2,2,4,3,2,2,1,2,2,2,1,3,2,2
T&B,Calculatenewpremium,7323,NA,14104,7091,Apr-90,VOLKSWAGEN,12/12/19,NA,NA,477.9599915,2004,March,NA,NA,Y,12/12/19,14104,7091,Gelderland,6,4,1,2,2,4,2,2,2,5,2,2,2,11,2,5,2,2,2,4,3,2,2,1,2,2,2,1,3,2,2
T&B,Personaloffer,7324,NA,14104,7091,Apr-90,VOLKSWAGEN,12/12/19,NA,NA,285.7200012,2004,March,Y,NA,NA,12/13/19,14104,7091,Gelderland,6,4,1,2,2,4,2,2,2,5,2,2,2,11,2,5,2,2,2,4,3,2,2,1,2,2,2,1,3,2,2
T&B,Calculatenewpremium,8291,NA,14104,7091,Apr-90,VOLKSWAGEN,01/23/20,NA,NA,340.2000122,2004,March,Y,NA,NA,01/23/20,14104,7091,Gelderland,6,4,1,2,2,4,2,2,2,5,2,2,2,11,2,5,2,2,2,4,3,2,2,1,2,2,2,1,3,2,2
T&B,Incompleterequest,7225,NA,14105,7221,Feb-56,NISSAN,12/08/19,NA,NA,460.3200073,2011,June,NA,NA,Y,12/08/19,14105,7221,Gelderland,7,2,4,3,1,2,1,4,3,2,4,5,7,NULL,9,2,4,5,1,1,2,3,2,1,3,4,3,2,4,6,5
T&B,Incompleterequest,7226,NA,14106,1475,Aug-46,RENAULT,12/08/19,NA,NA,205.1999969,2013,February,NA,Y,NA,12/08/19,14106,1475,North Holland,7,2,1,4,3,1,2,2,4,3,3,4,7,NULL,9,3,4,5,1,1,3,3,3,1,3,4,4,2,5,4,5
T&B,Incompleterequest,7227,NA,14106,1475,Aug-48,RENAULT,12/08/19,NA,NA,201.7200012,2013,February,NA,Y,NA,12/08/19,14106,1475,North Holland,7,2,1,4,3,1,2,2,4,3,3,4,7,NULL,9,3,4,5,1,1,3,3,3,1,3,4,4,2,5,4,5
Insuro,Calculatenewpremium,7228,NA,14107,7591,Jun-59,TOYOTA,12/08/19,NA,NA,226.5599976,2000,February,NA,Y,NA,12/08/19,14107,7591,Overijssel,5,4,1,3,3,2,1,1,3,4,3,4,6,11,9,3,3,5,1,2,3,2,2,3,3,4,4,2,5,3,5
Insuro,Calculatenewpremium,7229,NA,14107,7591,Jun-59,TOYOTA,12/08/19,NA,NA,226.5599976,2000,February,NA,Y,NA,12/08/19,14107,7591,Overijssel,5,4,1,3,3,2,1,1,3,4,3,4,6,11,9,3,3,5,1,2,3,2,2,3,3,4,4,2,5,3,5
Insuro,Calculatenewpremium,7232,NA,14107,7591,Jun-59,TOYOTA,12/09/19,NA,NA,433.2000122,2000,February,Y,NA,NA,12/09/19,14107,7591,Overijssel,5,4,1,3,3,2,1,1,3,4,3,4,6,11,9,3,3,5,1,2,3,2,2,3,3,4,4,2,5,3,5
T&B,Tailoredofferrequested,7230,NA,14108,9852,Aug-81,CITROEN,12/08/19,NA,NA,310.5599976,2003,January,NA,NA,Y,12/08/19,14108,9852,Friesland,7,4,1,1,3,2,4,1,2,5,2,2,3,6,6,4,5,2,1,2,3,3,4,1,2,1,4,3,2,3,5
T&B,Personaloffer,7230,NA,14108,9852,Aug-81,CITROEN,12/08/19,NA,NA,208.1999969,2003,January,Y,NA,NA,12/09/19,14108,9852,Friesland,7,4,1,1,3,2,4,1,2,5,2,2,3,6,6,4,5,2,1,2,3,3,4,1,2,1,4,3,2,3,5
Insuro,Calculatenewpremium,7231,NA,14109,7607,Dec-61,SUZUKI,12/09/19,NA,NA,467.3999939,2017,September,NA,NA,Y,12/09/19,14109,7607,Overijssel,3,2,2,4,3,1,1,2,5,2,6,4,5,5,6,3,5,3,2,3,1,3,4,2,2,2,5,4,5,6,5
Seguros International Ltd.,Personaloffer,7233,NA,14110,2412,Apr-79,MITSUBISHI,12/09/19,NA,NA,280.5599976,2006,June,Y,NA,NA,12/09/19,14110,2412,South Holland,5,NULL,2,4,3,1,1,2,5,1,6,1,3,NULL,4,3,5,3,1,3,1,4,2,2,3,1,5,5,6,6,4
other,Calculatenewpremium,7234,NA,14111,9111,Feb-98,MERCEDES-BENZ,12/09/19,NA,NA,NULL,2013,April,N,N,N,12/09/19,14111,9111,Friesland,7,3,1,1,1,3,4,1,1,5,3,2,2,6,6,5,4,2,3,3,3,3,3,1,2,2,3,4,3,3,5
T&B,Calculatenewpremium,7237,NA,14112,6862,Jun-34,SUZUKI,12/09/19,NA,NA,NULL,2014,November,N,N,N,12/09/19,14112,6862,Gelderland,5,3,3,1,2,3,1,3,4,2,2,2,4,NULL,3,5,2,4,2,2,4,2,2,1,2,3,2,1,2,3,2
other,Incompleterequest,7238,NA,14113,1363,Nov-75,CITROEN,12/09/19,NA,NA,695.4000244,2017,September,NA,NA,Y,12/09/19,14113,1363,Flevoland,2,NULL,4,3,1,1,1,4,3,1,3,5,11,NULL,9,1,4,5,1,1,1,4,1,1,1,4,5,1,6,6,5
Insuro,Calculatenewpremium,7239,NA,14114,7607,Aug-68,FORD,12/09/19,NA,NA,658.2000122,2014,February,NA,NA,Y,12/09/19,14114,7607,Overijssel,3,6,4,2,2,1,1,4,3,1,6,4,10,11,6,3,5,3,2,3,1,4,4,1,2,3,6,2,6,6,5
T&B,Calculatenewpremium,7240,NA,14115,5627,May-47,BMW,12/09/19,NA,NA,470.7600098,2003,April,NA,Y,NA,12/09/19,14115,5627,North Brabant,2,6,3,4,2,1,1,3,4,1,4,5,9,NULL,9,1,4,5,1,1,1,3,4,1,1,4,5,2,6,4,5
other,Calculatenewpremium,7241,NA,14116,3563,Feb-67,HYUNDAI,12/09/19,NA,NA,608.7600098,2019,December,NA,NA,Y,12/09/19,14116,3563,Utrecht,1,4,1,2,3,3,2,1,3,4,3,2,8,10,3,4,4,3,1,1,4,3,4,1,1,3,5,5,2,4,5
other,Incompleterequest,7243,NA,14117,4532,May-75,PEUGEOT,12/09/19,NA,NA,566.039978,2005,June,Y,NA,NA,12/09/19,14117,4532,Zeeland,4,4,1,1,4,3,1,1,2,5,2,5,3,NULL,2,5,3,3,2,3,3,3,2,2,1,3,3,2,4,3,4
other,Calculatenewpremium,7244,NA,14118,1816,Jun-69,VOLKSWAGEN,12/09/19,NA,NA,245.6399994,2004,May,Y,NA,NA,12/09/19,14118,1816,North Holland,3,3,2,3,4,2,1,2,5,2,2,4,5,NULL,3,5,3,3,3,3,4,2,2,1,1,3,2,4,5,5,4
other,Calculatenewpremium,7246,NA,14119,2678,May-78,VOLVO,12/09/19,NA,NA,703.3200073,2015,May,NA,NA,Y,12/20/19,14119,2678,South Holland,5,3,2,3,4,2,1,2,4,3,3,2,6,NULL,1,4,3,4,4,1,2,2,3,2,3,2,3,4,6,6,2
other,Calculatenewpremium,7246,NA,14119,2678,May-78,VOLVO,12/09/19,NA,NA,703.3200073,2015,May,NA,NA,Y,12/09/19,14119,2678,South Holland,5,3,2,3,4,2,1,2,4,3,3,2,6,NULL,1,4,3,4,4,1,2,2,3,2,3,2,3,4,6,6,2
other,Policycreated,7247,11527,14120,2662,Aug-63,TOYOTA,12/09/19,12/09/19,12/10/19,211.7899933,2004,September,Y,NA,NA,12/11/19,14120,2662,South Holland,5,2,4,3,2,1,1,2,5,1,6,5,9,NULL,6,2,5,4,1,2,1,3,4,2,3,2,5,3,5,6,5
other,Incompleterequest,7248,NA,14121,1911,Jun-96,VOLKSWAGEN,12/09/19,NA,NA,804.7199707,1995,June,Y,NA,NA,12/09/19,14121,1911,North Holland,5,2,4,2,1,2,1,4,3,1,4,4,10,NULL,6,4,4,4,3,1,3,3,4,1,1,4,5,2,5,6,4
T&B,Incompleterequest,7249,NA,14122,3551,Dec-86,OPEL,12/09/19,NA,NA,634.5599976,2012,March,Y,NA,NA,12/09/19,14122,3551,Utrecht,1,6,4,3,2,2,1,5,1,1,4,4,9,11,1,5,2,4,4,3,2,2,2,3,2,2,2,3,6,6,2
other,Calculatenewpremium,7250,NA,14123,2435,Jul-68,VOLKSWAGEN,12/09/19,NA,NA,968.5200195,2018,July,NA,NA,Y,12/09/19,14123,2435,South Holland,7,1,4,2,3,1,1,4,4,1,5,5,9,NULL,9,3,4,4,1,3,3,3,3,1,3,3,5,2,4,6,5
Seguros International Ltd.,Calculatenewpremium,7251,NA,14124,4614,Jul-87,CITROEN,12/09/19,NA,NA,431.0400085,2005,June,NA,Y,NA,12/09/19,14124,4614,North Brabant,3,2,2,4,2,1,1,2,5,1,5,4,6,NULL,6,4,5,2,1,4,1,3,4,1,2,1,5,3,5,6,5
other,Tailoredofferrequested,7254,NA,14125,4611,May-79,MITSUBISHI,12/09/19,NA,NA,446.519989,2003,January,NA,Y,NA,12/09/19,14125,4611,North Brabant,3,1,5,1,1,2,1,5,1,2,6,5,6,NULL,4,3,5,3,1,1,3,4,3,1,3,1,4,4,5,6,5
other,Personaloffer,7254,NA,14125,4611,May-79,MITSUBISHI,12/09/19,NA,NA,357.2399902,2003,January,Y,NA,NA,12/16/19,14125,4611,North Brabant,3,1,5,1,1,2,1,5,1,2,6,5,6,NULL,4,3,5,3,1,1,3,4,3,1,3,1,4,4,5,6,5
T&B,Incompleterequest,7255,NA,14126,3927,Mar-69,TOYOTA,12/09/19,NA,NA,299.519989,2005,January,Y,NA,NA,12/09/19,14126,3927,Utrecht,6,3,1,3,3,2,1,1,4,3,5,4,8,9,4,4,5,2,1,2,3,4,3,1,1,2,5,1,4,6,5
T&B,Calculatenewpremium,7256,NA,14127,6671,Jan-98,VOLKSWAGEN,12/10/19,NA,NA,1108.439941,2003,January,NA,Y,NA,12/10/19,14127,6671,Gelderland,7,1,5,1,2,1,1,4,3,1,6,5,9,NULL,6,2,5,4,1,2,1,2,4,1,3,3,6,2,6,6,5
